id,name,format,likeCount,viewCount,commentCount,publicUrl,publicId,quantity,boardType,finish,isFoil,isAlter,isProxy,useCmcOverride,useManaCostOverride,useColorIdentityOverride,excludedFromColor,info.id,info.uniqueCardId,info.scryfall_id,info.set,info.set_name,info.name,info.cn,info.layout,info.cmc,info.type,info.type_line,info.oracle_text,info.mana_cost,info.colors,info.color_indicator,info.color_identity,info.legalities,info.frame,info.reserved,info.digital,info.foil,info.nonfoil,info.etched,info.glossy,info.rarity,info.border_color,info.colorshifted,info.lang,info.latest,info.has_multiple_editions,info.has_arena_legal,info.prices,info.card_faces,info.artist,info.promo_types,info.cardHoarderUrl,info.cardMarketUrl,info.tcgPlayerUrl,info.isArenaLegal,info.released_at,info.edhrec_rank,info.cardmarket_id,info.tcgplayer_id,info.reprint,info.set_type,info.acorn,info.image_seq,info.content_warning,info.isPauperCommander,info.isCovered,info.allRaritiesMask,info.isToken,info.defaultFinish,description,power,toughness,visibility,areCommentsEnabled,isShared,authorsCanEdit,createdByUser,authors,requestedAuthors,main,mainboardCount,mainboard,uniqueCardId,scryfall_id,set,set_name,cn,layout,cmc,type,type_line,oracle_text,mana_cost,colors,color_indicator,color_identity,legalities,frame,reserved,digital,foil,nonfoil,etched,glossy,rarity,border_color,colorshifted,flavor_text,lang,latest,has_multiple_editions,has_arena_legal,prices,card_faces,artist,promo_types,cardHoarderUrl,cardKingdomUrl,cardMarketUrl,tcgPlayerUrl,isArenaLegal,released_at,edhrec_rank,multiverse_ids,mtgo_id,tcgplayer_id,cardmarket_id,coolStuffIncFoilUrl,cardkingdom_foil_id,cardKingdomFoilUrl,cardkingdom_id,reprint,set_type,coolStuffIncUrl,acorn,image_seq,cardTraderUrl,cardTraderFoilUrl,cardTraderEtchedUrl,content_warning,starcitygames_sku,starcitygames_url,starcitygames_foil_sku,starcitygames_foil_url,starcitygames_etched_sku,starcitygames_etched_url,arena_id,loyalty,meld_part,meld_result,cardkingdom_etched_id,cardKingdomEtchedUrl,frame_effects,isToken,defaultFinish,isPauperCommander,isCovered,manapool_url,allRaritiesMask,isTemporary,flavor_name,info.power,info.toughness,info.frame_effects,info.coolStuffIncUrl,info.coolStuffIncFoilUrl,info.flavor_text,info.loyalty,Deck Section,info.manapool_url,info.starcitygames_sku,info.starcitygames_url,info.starcitygames_foil_sku,info.starcitygames_foil_url,info.starcitygames_etched_sku,info.starcitygames_etched_url,info.multiverse_ids,info.arena_id,info.cardKingdomUrl,info.mtgo_id,info.cardkingdom_id
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,RJaqJ,LR1aJ,5fe70295-e550-4577-a341-dab6c25aabfd,sos,Secrets of Strixhaven,Lorehold Charm,200,normal,2.0,5,Instant,"Choose one —
• Each opponent sacrifices a nontoken artifact of their choice.
• Return target artifact or creature card with mana value 2 or less from your graveyard to the battlefield.
• Creatures you control get +1/+1 and gain trample until end of turn.",{R}{W},"['R', 'W']",[],"['R', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,False,True,True,"{'usd': 2.95, 'usd_foil': 3.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}",[],Ksenia Kim,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Lorehold+Charm&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products?idProduct=880523&referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686553%3Fpage%3D1,True,2026-04-24,28346.0,880523.0,686553.0,False,expansion,False,291098609,False,False,True,2,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,40ZR9,E62y9,676ba521-66e4-42cf-a315-70d03cb7334e,sos,Secrets of Strixhaven,"Kirol, History Buff // Pack a Punch",198,adventure,2.0,3,Legendary Creature — Vampire Cleric // Sorcery,,{R}{W} // {1}{R}{W},"['R', 'W']",[],"['R', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,uncommon,black,False,en,True,False,True,"{'usd': 2.9, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'}","[{'id': 'k7Xyp', 'name': 'Kirol, History Buff', 'mana_cost': '{R}{W}', 'type_line': 'Legendary Creature — Vampire Cleric', 'oracle_text': ""Whenever one or more cards leave your graveyard, Kirol becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.)"", 'colors': [], 'color_indicator': [], 'power': '2', 'toughness': '3', 'image_seq': 290281983}, {'id': 'YlO9n', 'name': 'Pack a Punch', 'mana_cost': '{1}{R}{W}', 'type_line': 'Sorcery', 'oracle_text': 'Mill a card. Put two +1/+1 counters on target creature. It gains trample until end of turn.', 'colors': [], 'color_indicator': [], 'image_seq': 290281986}]",Bryan Sola,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Kirol%2C+History+Buff&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products?idProduct=880521&referrer=moxfield&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686544%3Fpage%3D1,True,2026-04-24,30395.0,880521.0,686544.0,False,expansion,False,291098631,False,False,True,2,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,['legendary'],,,,,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,vPomw,Ydpbr,d47ebf19-b3fa-48a2-851a-254d32b0305a,soc,Secrets of Strixhaven Commander,"Excava, the Risen Past",2,normal,4.0,3,Legendary Creature — Spirit Horse,"Flying, haste
Whenever Excava attacks, return up to one target artifact, creature, or non-Aura enchantment card with mana value 3 or less from your graveyard to the battlefield with a finality counter on it. It's a 1/1 Spirit creature with flying in addition to its other types. (If a creature with a finality counter on it would die, exile it instead.)",{2}{R}{W},"['R', 'W']",[],"['R', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,mythic,black,False,en,True,False,False,"{'usd': 29.99, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_foil': 0.0, 'csi_buy': 0.0, 'csi_buy_foil': 0.0, 'csi_buy_qty': 0, 'csi_buy_foil_qty': 0}",[],Ilse Gort,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Excava%2C+the+Risen+Past&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Excava%2C+the+Risen+Past&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687502%3Fpage%3D1,False,2026-04-24,,,687502.0,False,commander,False,290861171,False,False,True,8,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,['legendary'],http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Excava%2C+the+Risen+Past,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Excava%2C+the+Risen+Past,,,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,w7jml,Lmpdz,cc912fec-827d-4deb-8430-79f5ea31ca9b,soc,Secrets of Strixhaven Commander,Advanced Reconstruction,30,normal,4.0,7,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
At the beginning of your first main phase, mill a card, then exile a card from your graveyard at random. You may play the exiled card this turn.
{1}{R}: Level 2
Whenever one or more cards leave your graveyard, this Class deals 2 damage to each opponent.
{1}{R}: Level 3
Spells you cast from anywhere other than your hand cost {2} less to cast.",{3}{R},['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Randy Gallegos,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Advanced+Reconstruction&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Advanced+Reconstruction&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687471%3Fpage%3D1,False,2026-04-24,,,687471.0,False,commander,False,290860982,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['enchantment'],http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Advanced+Reconstruction,,,,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,RJVWz,k7rZZ,a016463d-a0aa-44a5-97ca-17ff70c4eb95,soc,Secrets of Strixhaven Commander,Relic Retriever,35,normal,2.0,3,Creature — Spirit Monkey,"First strike
At the beginning of each end step, if a card left your graveyard this turn, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",{1}{R},['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Aldo Domínguez,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Relic+Retriever&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Relic+Retriever&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687390%3Fpage%3D1,False,2026-04-24,,,687390.0,False,commander,False,290861392,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Relic+Retriever,,"Students working in the field for the first time learn the benefits of small, agile spirit statues over large, strong ones.",,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,pD7vB,YlqJN,91211c56-b562-4889-8c5c-110c42be62c8,soc,Secrets of Strixhaven Commander,Vanguard of the Restless,16,normal,3.0,3,Creature — Spirit Knight,"Flying
Spirits you control get +1/+1 for each time you've cast your commander from the command zone this game.
Whenever a Spirit you control enters, you may pay {2}{W}. If you do, return this card from your graveyard to the battlefield.",{2}{W},['W'],[],['W'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'usd': 10.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Néstor Ossandón Leal,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Vanguard+of+the+Restless&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Vanguard+of+the+Restless&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687334%3Fpage%3D1,False,2026-04-24,,,687334.0,False,commander,False,290861558,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Vanguard+of+the+Restless,,,,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,WOjJD,L37ZR,a0d1df84-0cb6-44fb-9916-d766d93f1519,soc,Secrets of Strixhaven Commander,"Augusta, Order Returned",11,normal,3.0,3,Legendary Creature — Spirit Advisor,"Flying, vigilance
Whenever Augusta attacks, each player exiles a card from their graveyard. When one or more nonland cards are exiled this way, put that many +1/+1 counters on target attacking creature.",{2}{W},['W'],[],['W'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Bryan Sola,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Augusta%2C+Order+Returned&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Augusta%2C+Order+Returned&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686698%3Fpage%3D1,False,2026-04-24,,,686698.0,False,commander,False,290861006,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,['legendary'],http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Augusta%2C+Order+Returned,,"""I won't leave my students without a guide.""",,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,DAb0b,E0dZ3,a0e18f74-7fa6-4e3a-bc80-390a25055205,soc,Secrets of Strixhaven Commander,Ceaseless Conflict,12,normal,5.0,4,Sorcery,Destroy all creatures. Then create a 3/2 red and white Spirit creature token for each nontoken creature you controlled that was destroyed this way.,{3}{W}{W},['W'],[],['W'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'usd': 10.0, 'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Liiga Smilshkalne,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Ceaseless+Conflict&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Ceaseless+Conflict&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F686700%3Fpage%3D1,False,2026-04-24,,,686700.0,False,commander,False,290861052,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Ceaseless+Conflict,,"""War begets war. We may hope for peace, but it is only ever a brief interlude between bloody ages.""
—Plargg, dean of chaos",,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,x76mP,Yvpo3,c0c73dd5-0a88-4a94-9c01-c1473433e46f,soc,Secrets of Strixhaven Commander,Turbulent Steppe,58,normal,0.0,8,Land — Mountain Plains,"({T}: Add {R} or {W}.)
This land enters tapped unless your opponents control eight or more lands.",,[],[],"['R', 'W']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z'},[],Sergey Glushakov,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Turbulent+Steppe&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Turbulent+Steppe&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687602%3Fpage%3D1,False,2026-04-24,,,687602.0,False,commander,False,290861547,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Respect for the past is respect for oneself. It's an admission that we too shall pass into history.""
—Velomachus Lorehold",,,,,,,,,,,,,,
WAOBn1,Lorehold Spirit (Secrets of Strixhaven Commander Precon Decklist),commanderPrecons,63.0,27572.0,4.0,https://moxfield.com/decks/8erwc7vsiEanV87GMM3IuQ,8erwc7vsiEanV87GMM3IuQ,1.0,mainboard,nonFoil,False,False,False,True,True,True,False,l4Jjl,YN1KQ,96ab4d23-14d7-429f-b62e-868c13997fb8,soc,Secrets of Strixhaven Commander,Fateful Tempest,31,normal,3.0,4,Sorcery,"Council's dilemma — Starting with you, each player votes for past or present. You mill a card for each past vote, then Fateful Tempest deals damage to each opponent equal to the total mana value of cards milled this way. Exile the top card of your library for each present vote. Until the end of your next turn, you may play the exiled cards.",{2}{R},['R'],[],['R'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'not_legal', 'pauper': 'not_legal', 'vintage': 'not_legal', 'penny': 'not_legal', 'commander': 'not_legal', 'oathbreaker': 'not_legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'not_legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}",2015,False,False,True,True,False,False,rare,black,False,en,True,False,False,"{'lastUpdatedAtUtc': '2026-04-03T10:41:26.703Z', 'csi': 0.0, 'csi_buy': 0.0, 'csi_buy_qty': 0}",[],Jabari Weathers,[],https://www.cardhoarder.com/cards?affiliate_id=moxfield&data%5Bsearch%5D=Fateful+Tempest&ref=card-profile&utm_campaign=affiliate&utm_medium=card&utm_source=moxfield,https://www.cardmarket.com/en/Magic/Products/Search?referrer=moxfield&searchString=Fateful+Tempest&utm_campaign=card_prices&utm_medium=text&utm_source=moxfield,https://partner.tcgplayer.com/c/4949650/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F687414%3Fpage%3D1,False,2026-04-24,,,687414.0,False,commander,False,290861179,False,False,True,4,False,nonFoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.coolstuffinc.com/p/Magic%3A+The+Gathering/Fateful+Tempest,,,,,,,,,,,,,,,,
